timestamp,value
401733.9214659929,0
421757.1587949991,0
441757.4686360359,0
461755.58113098145,0
481769.9691770077,0
501781.29226601124,0
521791.29392397404,0
541787.5172770023,0
561797.1322950125,0
581797.9453909397,13.291
601797.5992280245,13.31
621808.2867879868,13.158
641809.3458030224,13.234
661818.1603859663,13.234
681821.3904539347,13.253
701829.1730350256,13.367
721838.5449979305,13.31
741849.1060320139,13.234
761863.0371569395,13.215
781849.4004299641,13.272
801861.4200190306,13.12
821863.310536027,13.234
841868.390288949,13.291
861877.9676840305,13.177
881881.161921978,13.177
901900.2425639629,13.196
921901.8910290003,13.272
941923.8901529312,13.158
961914.6037559509,13.234
981932.9444550276,13.196
1001931.611634016,13.158
1021946.3246409893,13.082
1041947.7201679945,13.063
1061948.9034290314,13.101
1081954.4527429342,13.082
1101977.3810290098,13.158
1121976.0799039602,13.158
1141986.6860890388,13.101
1161986.365447998,13.12
1181983.0580630302,13.082
1202001.9590369463,13.12
1222003.9900540113,13.082
1242029.7498509884,13.082
1262012.748973012,13.082
1282018.155262947,13.063
1302046.5970709324,13.082
1322035.7973649502,13.044
1342086.2334629297,13.139
1362035.9486299753,13.063
1382045.1234999895,13.044
1402059.6208150387,13.082
1422056.0360929966,13.082
1442070.6390099525,13.063
1462066.2476969957,13.139
1482066.2105749846,13.063
1502086.1186529398,12.987
1522088.06495893,13.082
1542096.8140699863,12.987
1562097.3669739962,13.063
1582109.66337502,13.025
1602106.7902200222,13.044
1622126.982038021,13.044
1642129.9092760086,13.196
1662128.6885629892,13.082
1682150.1828459501,13.063
1702147.9710730314,13.082
1722148.9004700184,13.025
1742162.4008829594,13.082
1762167.4367300272,13.025
1782172.4316509962,13.006
1802183.8199609518,13.063
1822182.7552889585,13.082
1842189.461550951,13.139
1862180.087841034,12.949
1882186.8349410295,13.082
1902194.2438060045,13.025
1922217.4223079681,13.139
1942211.9197279215,13.063
1962212.2894409895,13.025
1982234.8839119673,13.044
2002230.9958029985,13.063
2022235.6046789885,12.93
2042243.213019967,12.949
2062244.9317409992,13.006
2082245.1169610023,13.063
2102253.450775981,13.139
2122253.9825109243,13.025
2142255.443732977,12.968
2162265.3411569595,12.987
2182271.6197339296,12.987
2202267.9773420095,13.025
2222277.360106945,13.025
2242276.4236979485,13.006
2262276.412539959,13.006
2282306.4823960066,13.044
2302311.684675932,13.063
2322303.6156339645,13.063
2342308.098734021,12.987
2362309.268893957,13.063
2382310.4497879744,13.025
2402331.66701293,13.101
2422325.0484650135,13.063
2442339.6551089287,13.044
2462335.790879965,13.101
2482340.36065197,13.101
2502339.256346941,13.006
2522364.6391459703,13.006
2542361.64083004,12.987
2562357.997957945,13.139
2582358.2738679647,13.063
2602372.4241729975,13.082
2622369.650089979,13.044
2642382.82554996,13.101
2662380.885733962,13.063
2682381.648486972,13.063
2702379.559940934,13.082
2722382.0522710085,13.082
2742387.216616988,12.892
2762394.1112270355,12.987
2782403.3537359238,13.044
2802411.133335948,13.025
2822425.0768489838,13.006
2842434.302333951,12.949
2862434.786749959,12.892
2882437.6987929344,12.987
2902433.3438099623,13.044
2922472.834725976,13.006
2942454.5125089884,12.987
2962464.259652972,13.101
2982463.3959299326,13.006
3002462.649006009,13.063
3022456.6385040283,13.006
3042474.097949028,12.987
3062492.118778944,12.987
3082483.8958729506,13.044
3102490.971138954,12.949
3122513.123047948,13.025
3142519.392854929,13.006
3162505.7616609335,12.949
3182511.939332962,12.911
3202529.914793968,13.025
3222533.168416977,13.006
3242536.9342769384,13.082
3262537.256793022,13.025
3282545.9609589577,12.987
3302544.3900939226,13.12
3322556.0873389244,12.987
3342571.3916249275,12.949
3362564.5815719366,12.892
3382594.2212939262,13.063
3402587.1491849422,12.987
3422601.141086936,13.006
3442585.8352639675,13.139
3462607.980443001,13.082
3482620.0315560102,13.063
3502614.225140929,13.139
3522631.6112400293,13.063
3542639.2277269363,13.006
3562627.8626790047,13.044
3582652.727936983,13.044
3602658.191416025,13.006
3622670.5726419687,13.025
3642695.249083996,12.968
3662679.4400219917,13.082
3682670.1200920343,13.025
3702688.454527974,12.968
3722705.372604966,13.063
3742708.4274560213,13.044
3762712.277951002,12.949
3782726.2887250185,12.949
3802731.01573503,13.063
3822739.8627870083,13.101
3842732.7078540325,13.025
3862740.5682319403,12.968
3882751.3270579576,12.987
3902764.6627169847,13.101
3922758.365625024,12.949
3942770.3630650043,13.063
3962792.243108988,13.025
3982769.449916005,12.987
4002779.627012968,13.044
4022799.029534936,13.044
4042801.67236197,13.006
4062798.7084469795,12.949
4082823.6303999424,13.063
4102820.024922967,13.025
4122832.5403050184,13.082
4142844.3742109537,12.968
4162848.512195945,13.006
4182843.8095890284,13.006
4202857.653784037,13.044
4222849.617996931,13.006
4242861.492116928,13.101
4262864.135460019,13.006
4282867.351403952,12.987
4302874.589865923,12.987
4322883.137971997,13.063
4342892.585462928,12.968
4362875.800132036,13.006
4382892.8399249315,13.044
4402906.631911993,13.025
4422915.33742404,12.968
4442916.31595099,13.044
4462928.34621501,12.968
4482937.884415984,13.063
4502944.296015024,12.987
4522956.314610004,13.044
4542956.953601956,13.006
4562956.590059996,13.006
4582975.409242988,12.987
4602974.467944026,12.968
4622981.622941017,12.911
4642985.52737093,12.968
4662990.283928037,13.082
4682984.395172954,13.006
4702987.190510035,12.968
4722995.102016926,13.044
4742999.217465997,13.025
4762988.639685988,13.025
4783005.245710969,12.911
4803016.714931965,13.006
4823017.2924159765,12.987
4843028.775964975,12.949
4863031.410153985,13.006
4883026.876467943,13.044
4903048.670168996,13.063
4923050.086535931,12.949
4943051.064636946,12.949
4963040.81376493,13.082
4983060.798593998,12.93
5003076.695093989,12.892
5023062.287236929,13.063
5043080.5807260275,13.006
5063070.323958039,12.987
5083079.345297933,13.044
5103087.43354404,13.025
5123100.368235946,12.911
5143101.17029202,12.968
5163096.733948946,12.987
5183112.587736964,12.892
5203126.335857987,13.063
5223125.265146017,13.006
5243128.4214839935,12.968
5263111.597368002,12.968
5283139.728909016,13.006
5303140.68206799,13.063
5323141.755527973,13.025
5343154.236613989,12.968
5363156.146103978,12.968
5383167.550647974,13.12
5403169.019358993,12.949
5423183.206542015,13.006
5443191.286221981,13.025
5463198.931432009,13.025
5483191.028061986,12.987
5503205.680987,12.968
5523212.776051998,13.063
5543213.852023959,13.044
5563225.084458947,12.987
5583225.836586952,13.025
5603242.485890985,12.987
5623242.205621004,13.025
5643249.885339975,13.006
5663247.939608932,13.063
5683255.4975709915,12.949
5703268.013880968,13.082
5723252.678375006,13.025
5743277.285406947,12.93
5763278.942808032,13.044
5783274.021512985,13.044
5803278.157895923,12.911
5823296.960014939,13.082
5843295.515040994,13.082
5863312.230904937,13.044
5883313.235283017,12.987
5903320.259676933,13.025
5923329.449914932,12.987
5943331.063462973,13.006
5963338.976552963,13.025
5983352.174569964,13.006
6003355.257328033,12.968
6023344.1339969635,13.006
6043347.4101679325,13.063
6063360.031481981,13.006
6083369.918390036,13.006
6103381.82485497,13.025
6123378.924041033,13.082
6143379.940565944,13.025
6163394.333604932,13.063
6183384.808602929,13.006
6203399.159628034,12.949
6223414.540023923,13.006
6243411.360580921,13.006
6263419.594231963,13.044
6283431.00721693,13.044
6303433.61123693,13.006
6323443.919371009,13.063
6343441.5182340145,13.025
6363450.68019402,12.949
6383458.508248925,12.911
6403454.614746928,13.063
6423474.282402039,12.968
6443464.734018922,13.006
6463472.292335987,13.101
6483482.555212975,13.006
6503480.149461985,12.968
6523494.155398011,12.987
6543491.603194952,12.911
6563494.357404947,12.987
6583518.034363985,12.949
6603519.859480977,12.987
6623512.791181922,13.12
6643512.327602029,12.987
6663530.455960035,12.949
6683521.839426994,13.063
6703532.336789012,13.044
6723537.96449101,13.025
6743541.714215994,13.082
6763534.822270989,12.987
6783545.326985955,13.025
6803554.590925932,13.025
6823567.24364996,12.987
6843559.474920988,13.025
6863570.442994952,12.987
6883577.011698008,13.025
6903569.539580941,13.158
6923594.850307941,13.025
6943586.796846032,12.987
6963594.599826932,13.044
6983597.798485994,13.006
7003601.707790017,12.968
7023610.30440104,13.025
7043607.186906934,12.93
7063612.907228947,12.854
7083619.653398991,12.93
7103616.9277739525,13.025
7123627.583662987,12.987
7144635.479611039,13.101
7164840.797901988,13.139
7183871.030820012,13.063
7205185.298473954,13.025
7227789.606262922,12.987
7244676.218946934,12.968
7265208.2542870045,13.063
7283895.145342946,12.987
7303894.654425979,13.025
7324191.94837296,12.987
7345219.273816943,13.025
7363908.0958019495,12.968
7383908.453709006,12.968
7405223.4022779465,12.987
7424159.676494956,13.025
7447248.334643006,12.987
7463702.459473968,13.044
7483696.45115602,12.968
7503728.830215931,13.063
7523724.01936698,13.025
7543729.292541027,13.082
7563731.199913979,12.987
7583739.837311983,13.063
7603731.4366259575,13.044
7623762.574708939,12.968
7643758.00553,12.93
7663765.565591931,13.082
7683780.421203017,13.044
7703783.387025952,13.006
7723789.34512794,13.044
7743807.830508947,13.006
7763800.228860021,13.044
7783813.045084953,13.082
7803832.6916229725,13.063
7823831.435249925,12.987
7843830.303112984,12.911
7863841.751156926,12.968
